# ----------------------------------------
# 全部移动应用数据
# 热门事件
# 20160101-20191017
# ----------------------------------------

事件操作,事件总数,唯一身份事件数,事件价值,平均价值
Back,"7,631,552","2,832,772",0,0.00
LoadMore,"6,468,698","2,743,218","3,010,495",0.47
ToArticle,"4,817,297","2,725,495",0,0.00
FocusArticle,"4,520,922","2,923,506",0,0.00
SlideBack,"2,923,974","1,227,013",0,0.00
CommonArticle,"2,493,726","985,253",0,0.00
HomeLoadNextPage,"1,341,615","647,956","1,341,615",1.00
ToHomePage,"958,271","731,426",0,0.00
ClickBackButton,"683,037","378,827",0,0.00
PhysicalBack,"614,626","254,519",0,0.00
,"40,278,431","20,621,008","4,486,104",0.11

天索引,事件总数
2018/10/20,"30,665"
2018/10/21,"31,784"
2018/10/22,"34,267"
2018/10/23,"38,825"
2018/10/24,"45,052"
2018/10/25,"40,493"
2018/10/26,"38,011"
2018/10/27,"34,308"
2018/10/28,"26,575"
2018/10/29,"44,706"
2018/10/30,"50,892"
2018/10/31,"75,798"
2018/11/1,"38,479"
2018/11/2,"44,014"
2018/11/3,"30,258"
2018/11/4,"33,046"
2018/11/5,"41,389"
2018/11/6,"44,339"
2018/11/7,"45,520"
2018/11/8,"36,281"
2018/11/9,"31,357"
2018/11/10,"25,558"
2018/11/11,"25,680"
2018/11/12,"37,319"
2018/11/13,"32,659"
2018/11/14,"42,630"
2018/11/15,"40,331"
2018/11/16,"29,790"
2018/11/17,"23,909"
2018/11/18,"25,456"
2018/11/19,"32,619"
2018/11/20,"30,380"
2018/11/21,"34,389"
2018/11/22,"39,496"
2018/11/23,"43,200"
2018/11/24,"31,560"
2018/11/25,"32,680"
2018/11/26,"40,392"
2018/11/27,"39,273"
2018/11/28,"37,136"
2018/11/29,"39,232"
2018/11/30,"34,735"
2018/12/1,"32,985"
2018/12/2,"29,180"
2018/12/3,"38,092"
2018/12/4,"37,848"
2018/12/5,"38,194"
2018/12/6,"39,964"
2018/12/7,"42,610"
2018/12/8,"36,994"
2018/12/9,"28,590"
2018/12/10,"29,444"
2018/12/11,"38,072"
2018/12/12,"31,723"
2018/12/13,"31,052"
2018/12/14,"37,706"
2018/12/15,"23,421"
2018/12/16,"24,215"
2018/12/17,"30,991"
2018/12/18,"31,642"
2018/12/19,"31,866"
2018/12/20,"34,857"
2018/12/21,"36,037"
2018/12/22,"27,247"
2018/12/23,"24,377"
2018/12/24,"30,563"
2018/12/25,"28,712"
2018/12/26,"30,563"
2018/12/27,"34,063"
2018/12/28,"43,749"
2018/12/29,"31,540"
2018/12/30,"23,726"
2018/12/31,"28,040"
2019/1/1,"22,912"
2019/1/2,"28,997"
2019/1/3,"22,892"
2019/1/4,"30,095"
2019/1/5,"31,418"
2019/1/6,"25,700"
2019/1/7,"33,758"
2019/1/8,"34,389"
2019/1/9,"39,944"
2019/1/10,"34,043"
2019/1/11,"27,959"
2019/1/12,"23,482"
2019/1/13,"21,346"
2019/1/14,"29,485"
2019/1/15,"31,235"
2019/1/16,"35,305"
2019/1/17,"30,177"
2019/1/18,"27,104"
2019/1/19,"23,848"
2019/1/20,"19,901"
2019/1/21,"27,186"
2019/1/22,"23,502"
2019/1/23,"31,215"
2019/1/24,"29,668"
2019/1/25,"28,651"
2019/1/26,"18,965"
2019/1/27,"18,273"
2019/1/28,"22,709"
2019/1/29,"19,596"
2019/1/30,"31,744"
2019/1/31,"30,156"
2019/2/1,"22,668"
2019/2/2,"22,200"
2019/2/3,"22,261"
2019/2/4,"16,889"
2019/2/5,"18,314"
2019/2/6,"13,633"
2019/2/7,"11,009"
2019/2/8,"16,604"
2019/2/9,"17,785"
2019/2/10,"16,625"
2019/2/11,"14,997"
2019/2/12,"21,875"
2019/2/13,"27,450"
2019/2/14,"31,947"
2019/2/15,"30,604"
2019/2/16,"29,139"
2019/2/17,"21,508"
2019/2/18,"27,694"
2019/2/19,"33,066"
2019/2/20,"38,703"
2019/2/21,"48,124"
2019/2/22,"34,287"
2019/2/23,"31,459"
2019/2/24,"34,369"
2019/2/25,"53,923"
2019/2/26,"41,287"
2019/2/27,"33,107"
2019/2/28,"36,790"
2019/3/1,"35,325"
2019/3/2,"20,715"
2019/3/3,"23,604"
2019/3/4,"30,502"
2019/3/5,"31,560"
2019/3/6,"34,959"
2019/3/7,"37,685"
2019/3/8,"31,967"
2019/3/9,"21,814"
2019/3/10,"30,360"
2019/3/11,"30,808"
2019/3/12,"31,479"
2019/3/13,"32,965"
2019/3/14,"34,572"
2019/3/15,"34,165"
2019/3/16,"24,805"
2019/3/17,"25,843"
2019/3/18,"45,845"
2019/3/19,"45,784"
2019/3/20,"47,799"
2019/3/21,"41,836"
2019/3/22,"40,697"
2019/3/23,"27,755"
2019/3/24,"27,735"
2019/3/25,"45,458"
2019/3/26,"50,790"
2019/3/27,"38,581"
2019/3/28,"40,616"
2019/3/29,"34,226"
2019/3/30,"41,633"
2019/3/31,"25,273"
2019/4/1,"36,688"
2019/4/2,"38,316"
2019/4/3,"35,996"
2019/4/4,"34,796"
2019/4/5,"35,427"
2019/4/6,"29,790"
2019/4/7,"25,293"
2019/4/8,"36,281"
2019/4/9,"36,566"
2019/4/10,"35,386"
2019/4/11,"38,194"
2019/4/12,"39,985"
2019/4/13,"30,034"
2019/4/14,"33,941"
2019/4/15,"33,209"
2019/4/16,"30,950"
2019/4/17,"37,584"
2019/4/18,"29,749"
2019/4/19,"37,319"
2019/4/20,"28,142"
2019/4/21,"19,982"
2019/4/22,"34,206"
2019/4/23,"30,726"
2019/4/24,"36,851"
2019/4/25,"33,921"
2019/4/26,"28,345"
2019/4/27,"26,840"
2019/4/28,"26,962"
2019/4/29,"30,136"
2019/4/30,"33,046"
2019/5/1,"19,901"
2019/5/2,"25,232"
2019/5/3,"21,366"
2019/5/4,"19,819"
2019/5/5,"27,755"
2019/5/6,"30,543"
2019/5/7,"32,069"
2019/5/8,"37,319"
2019/5/9,"34,430"
2019/5/10,"22,241"
2019/5/11,"24,439"
2019/5/12,"21,040"
2019/5/13,"29,709"
2019/5/14,"23,991"
2019/5/15,"28,264"
2019/5/16,"33,229"
2019/5/17,"34,796"
2019/5/18,"28,590"
2019/5/19,"27,654"
2019/5/20,"28,183"
2019/5/21,"25,517"
2019/5/22,"37,604"
2019/5/23,"34,206"
2019/5/24,"29,851"
2019/5/25,"28,122"
2019/5/26,"21,427"
2019/5/27,"25,944"
2019/5/28,"31,764"
2019/5/29,"28,101"
2019/5/30,"28,101"
2019/5/31,"27,511"
2019/6/1,"22,404"
2019/6/2,"17,825"
2019/6/3,"27,328"
2019/6/4,"64,851"
2019/6/5,"36,057"
2019/6/6,"37,441"
2019/6/7,"20,287"
2019/6/8,"20,918"
2019/6/9,"16,503"
2019/6/10,"31,459"
2019/6/11,"33,433"
2019/6/12,"36,342"
2019/6/13,"27,613"
2019/6/14,"29,505"
2019/6/15,"17,317"
2019/6/16,"16,381"
2019/6/17,"26,514"
2019/6/18,"26,005"
2019/6/19,"22,444"
2019/6/20,"28,834"
2019/6/21,"19,799"
2019/6/22,"24,418"
2019/6/23,"20,633"
2019/6/24,"24,907"
2019/6/25,"30,197"
2019/6/26,"31,540"
2019/6/27,"23,889"
2019/6/28,"21,956"
2019/6/29,"16,177"
2019/6/30,"14,712"
2019/7/1,"20,654"
2019/7/2,"22,119"
2019/7/3,"26,229"
2019/7/4,"39,557"
2019/7/5,"27,552"
2019/7/6,"23,096"
2019/7/7,"17,235"
2019/7/8,"22,526"
2019/7/9,"23,726"
2019/7/10,"27,348"
2019/7/11,"29,607"
2019/7/12,"25,354"
2019/7/13,"28,712"
2019/7/14,"19,046"
2019/7/15,"28,732"
2019/7/16,"28,305"
2019/7/17,"21,447"
2019/7/18,"24,947"
2019/7/19,"26,066"
2019/7/20,"21,651"
2019/7/21,"18,965"
2019/7/22,"28,651"
2019/7/23,"23,421"
2019/7/24,"33,799"
2019/7/25,"21,305"
2019/7/26,"24,255"
2019/7/27,"22,261"
2019/7/28,"18,904"
2019/7/29,"23,441"
2019/7/30,"25,863"
2019/7/31,"28,956"
2019/8/1,"24,337"
2019/8/2,"21,691"
2019/8/3,"20,023"
2019/8/4,"20,572"
2019/8/5,"21,671"
2019/8/6,"30,299"
2019/8/7,"27,816"
2019/8/8,"28,061"
2019/8/9,"25,456"
2019/8/10,"27,430"
2019/8/11,"20,776"
2019/8/12,"24,845"
2019/8/13,"23,482"
2019/8/14,"22,221"
2019/8/15,"24,052"
2019/8/16,"18,008"
2019/8/17,"19,067"
2019/8/18,"12,677"
2019/8/19,"19,026"
2019/8/20,"21,162"
2019/8/21,"24,377"
2019/8/22,"29,627"
2019/8/23,"23,909"
2019/8/24,"20,389"
2019/8/25,"19,921"
2019/8/26,"24,052"
2019/8/27,"25,863"
2019/8/28,"27,470"
2019/8/29,"30,889"
2019/8/30,"29,607"
2019/8/31,"24,154"
2019/9/1,"23,319"
2019/9/2,"21,976"
2019/9/3,"34,613"
2019/9/4,"30,380"
2019/9/5,"24,744"
2019/9/6,"30,767"
2019/9/7,"25,883"
2019/9/8,"16,177"
2019/9/9,"22,282"
2019/9/10,"41,368"
2019/9/11,"71,810"
2019/9/12,"42,528"
2019/9/13,"27,715"
2019/9/14,"23,319"
2019/9/15,"23,543"
2019/9/16,"31,866"
2019/9/17,"35,610"
2019/9/18,"34,267"
2019/9/19,"42,081"
2019/9/20,"65,603"
2019/9/21,"41,836"
2019/9/22,"37,543"
2019/9/23,"39,761"
2019/9/24,"41,389"
2019/9/25,"43,932"
2019/9/26,"47,005"
2019/9/27,"49,365"
2019/9/28,"37,930"
2019/9/29,"27,104"
2019/9/30,"31,031"
2019/10/1,"21,590"
2019/10/2,"26,026"
2019/10/3,"28,956"
2019/10/4,"24,255"
2019/10/5,"24,601"
2019/10/6,"18,375"
2019/10/7,"22,505"
2019/10/8,"34,023"
2019/10/9,"38,662"
2019/10/10,"30,706"
2019/10/11,"31,845"
2019/10/12,"30,543"
2019/10/13,"26,718"
2019/10/14,"39,517"
2019/10/15,"31,133"
2019/10/16,"28,508"
2019/10/17,"6,064"
,"40,278,432"
