# ----------------------------------------
# 全部移动应用数据
# 互动度概览
# 20160101-20191017
# ----------------------------------------

天索引,事件总数
2019/6/26,"32,478"
2019/6/27,"28,687"
2019/6/28,"24,553"
2019/6/29,"19,983"
2019/6/30,"17,096"
2019/7/1,"23,922"
2019/7/2,"26,575"
2019/7/3,"30,737"
2019/7/4,"33,473"
2019/7/5,"30,427"
2019/7/6,"26,146"
2019/7/7,"21,239"
2019/7/8,"27,259"
2019/7/9,"27,016"
2019/7/10,"29,071"
2019/7/11,"29,440"
2019/7/12,"28,184"
2019/7/13,"26,652"
2019/7/14,"23,930"
2019/7/15,"30,613"
2019/7/16,"31,001"
2019/7/17,"27,740"
2019/7/18,"31,637"
2019/7/19,"28,921"
2019/7/20,"23,615"
2019/7/21,"20,687"
2019/7/22,"27,014"
2019/7/23,"29,643"
2019/7/24,"29,395"
2019/7/25,"25,283"
2019/7/26,"29,650"
2019/7/27,"23,159"
2019/7/28,"21,511"
2019/7/29,"28,443"
2019/7/30,"26,189"
2019/7/31,"27,273"
2019/8/1,"29,961"
2019/8/2,"26,111"
2019/8/3,"23,460"
2019/8/4,"21,563"
2019/8/5,"25,050"
2019/8/6,"25,862"
2019/8/7,"26,335"
2019/8/8,"31,969"
2019/8/9,"30,794"
2019/8/10,"24,392"
2019/8/11,"20,436"
2019/8/12,"24,836"
2019/8/13,"29,548"
2019/8/14,"28,975"
2019/8/15,"25,292"
2019/8/16,"23,695"
2019/8/17,"18,843"
2019/8/18,"17,524"
2019/8/19,"21,598"
2019/8/20,"25,036"
2019/8/21,"29,069"
2019/8/22,"29,710"
2019/8/23,"26,620"
2019/8/24,"23,821"
2019/8/25,"20,272"
2019/8/26,"25,769"
2019/8/27,"27,775"
2019/8/28,"32,775"
2019/8/29,"34,756"
2019/8/30,"30,956"
2019/8/31,"21,193"
2019/9/1,"21,900"
2019/9/2,"24,640"
2019/9/3,"28,663"
2019/9/4,"31,078"
2019/9/5,"28,160"
2019/9/6,"29,337"
2019/9/7,"24,047"
2019/9/8,"20,253"
2019/9/9,"25,378"
2019/9/10,"33,524"
2019/9/11,"72,446"
2019/9/12,"34,558"
2019/9/13,"26,880"
2019/9/14,"22,506"
2019/9/15,"22,508"
2019/9/16,"27,881"
2019/9/17,"34,716"
2019/9/18,"35,359"
2019/9/19,"43,136"
2019/9/20,"58,019"
2019/9/21,"39,016"
2019/9/22,"32,256"
2019/9/23,"38,333"
2019/9/24,"43,899"
2019/9/25,"43,482"
2019/9/26,"49,197"
2019/9/27,"51,002"
2019/9/28,"35,705"
2019/9/29,"29,009"
2019/9/30,"29,999"
2019/10/1,"21,117"
2019/10/2,"22,501"
2019/10/3,"28,601"
2019/10/4,"23,709"
2019/10/5,"22,713"
2019/10/6,"19,471"
2019/10/7,"19,776"
2019/10/8,"29,170"
2019/10/9,"33,845"
2019/10/10,"32,550"
2019/10/11,"29,435"
2019/10/12,"29,681"
2019/10/13,"25,777"
2019/10/14,"33,450"
2019/10/15,"29,993"
2019/10/16,"30,669"
2019/10/17,"31,872"
,"40,926,532"
